Unnamed: 0,statename,month,year,routed,answered_in_state,abandoned_in_state,asa_in_state,in_state_answer_rate,month_year,AvgTalkTime,suicide_deaths
360,AZ,12,2022,4822,4196,509,19S,0.87,Dec-22,11.93333333,6810
361,CA,12,2022,26949,23670,3191,37S,0.88,Dec-22,12.53333333,29831
362,CO,12,2022,4990,3786,578,22S,0.76,Dec-22,15.1,4363
363,CT,12,2022,3022,2845,132,13S,0.94,Dec-22,9.6,3302
364,DC,12,2022,796,740,36,10S,0.93,Dec-22,9.8,484
365,DE,12,2022,427,322,34,19S,0.75,Dec-22,7.25,1053
366,FL,12,2022,9958,6322,1797,38S,0.63,Dec-22,13.73333333,20489
367,GA,12,2022,6402,5199,663,15S,0.81,Dec-22,11.46666667,9068
368,HI,12,2022,1167,1105,41,9S,0.95,Dec-22,9,1139
369,IA,12,2022,1768,1544,151,16S,0.87,Dec-22,10.16666667,3227
370,ID,12,2022,1137,856,102,27S,0.75,Dec-22,13.36666667,1570
371,IL,12,2022,11028,8388,1213,33S,0.76,Dec-22,18.7,11310
372,IN,12,2022,3381,3152,209,15S,0.93,Dec-22,16.56666667,7056
373,KS,12,2022,1745,1593,138,20S,0.91,Dec-22,15.65,2931
374,KY,12,2022,2431,1821,352,24S,0.75,Dec-22,15.41666667,5206
375,LA,12,2022,2671,2356,288,22S,0.88,Dec-22,15.31666667,4543
376,MA,12,2022,5232,4488,675,34S,0.86,Dec-22,10.55,5852
377,MD,12,2022,4379,3807,558,34S,0.87,Dec-22,13.08333333,5044
378,ME,12,2022,662,574,56,26S,0.87,Dec-22,11.28333333,1619
379,MI,12,2022,6466,5596,596,25S,0.87,Dec-22,11.45,10089
380,MN,12,2022,3660,3197,359,30S,0.87,Dec-22,13.25,4792
381,MO,12,2022,4058,3688,353,23S,0.91,Dec-22,14.43333333,6808
382,MS,12,2022,1123,1104,18,3S,0.98,Dec-22,8.316666667,3352
383,MT,12,2022,767,741,25,10S,0.97,Dec-22,10.86666667,1028
384,NC,12,2022,5422,4254,557,20S,0.78,Dec-22,9.583333333,10088
385,ND,12,2022,393,351,23,10S,0.89,Dec-22,10.45,655
386,NE,12,2022,1540,1348,122,21S,0.88,Dec-22,15.48333333,1756
387,NH,12,2022,936,830,105,32S,0.89,Dec-22,17.3,1315
388,NJ,12,2022,4974,3517,737,30S,0.71,Dec-22,13.96666667,7492
389,NM,12,2022,1989,1616,228,25S,0.81,Dec-22,18.26666667,2260
390,NV,12,2022,2505,1622,411,26S,0.65,Dec-22,17.8,2816
391,NY,12,2022,14955,11692,1629,28S,0.78,Dec-22,14.78333333,16385
392,OH,12,2022,7066,6372,550,16S,0.9,Dec-22,12.9,12757
393,OK,12,2022,2964,2702,225,20S,0.91,Dec-22,11.6,4371
394,OR,12,2022,4095,3626,284,25S,0.89,Dec-22,17.8,4499
395,PA,12,2022,5984,4935,683,26S,0.82,Dec-22,11.83333333,13575
396,RI,12,2022,480,468,5,2S,0.98,Dec-22,16.56666667,945
397,SC,12,2022,2969,1712,427,20S,0.58,Dec-22,16.1,5518
398,SD,12,2022,569,501,43,13S,0.88,Dec-22,18.16666667,839
399,TN,12,2022,3296,2968,316,22S,0.9,Dec-22,10.41666667,7619
400,TX,12,2022,14108,9478,1322,20S,0.67,Dec-22,14.41666667,21554
401,UT,12,2022,2692,2328,183,15S,0.86,Dec-22,15.98333333,1996
402,VA,12,2022,5716,5110,592,20S,0.89,Dec-22,13.28333333,7452
403,VT,12,2022,605,503,36,17S,0.83,Dec-22,17.55,644
404,WA,12,2022,5692,4966,412,21S,0.87,Dec-22,12.51666667,6763
405,WI,12,2022,5968,4521,606,23S,0.76,Dec-22,14.73333333,5639
406,WV,12,2022,983,883,58,15S,0.9,Dec-22,21.01666667,2566
407,WY,12,2022,564,351,30,11S,0.62,Dec-22,15.71666667,506
408,AK,12,2023,942,606,121,22S,0.64,Dec-23,17.7,496
409,AL,12,2023,2834,1727,482,36S,0.61,Dec-23,12.75,5553
410,AR,12,2023,1544,717,110,19S,0.46,Dec-23,12.43333333,3243
411,AZ,12,2023,6495,5545,794,20S,0.85,Dec-23,12.33333333,6240
412,CA,12,2023,29893,25025,3860,39S,0.84,Dec-23,12.3,27088
413,CO,12,2023,8044,6685,837,15S,0.83,Dec-23,14.31666667,4091
414,CT,12,2023,3847,3400,295,14S,0.88,Dec-23,12.15,2950
415,DC,12,2023,897,731,97,21S,0.81,Dec-23,10.18333333,427
416,DE,12,2023,432,290,52,19S,0.67,Dec-23,9.583333333,986
417,FL,12,2023,12486,9780,1758,34S,0.78,Dec-23,15.26666667,19972
418,GA,12,2023,6233,5278,778,20S,0.85,Dec-23,12.06666667,9035
419,HI,12,2023,1670,1222,271,30S,0.73,Dec-23,10.5,1071
420,IA,12,2023,2055,1756,266,35S,0.85,Dec-23,12.66666667,3078
421,ID,12,2023,1217,1014,124,21S,0.83,Dec-23,17.45,1490
422,IL,12,2023,13734,10521,1383,32S,0.77,Dec-23,22.05,10769
423,IN,12,2023,5430,5008,345,19S,0.92,Dec-23,18.06666667,6457
424,KS,12,2023,2284,2064,194,21S,0.9,Dec-23,13.55,2623
425,KY,12,2023,2684,2223,384,25S,0.83,Dec-23,15.3,4985
426,LA,12,2023,2661,2362,269,19S,0.89,Dec-23,14.75,4568
427,MA,12,2023,5537,4895,538,31S,0.88,Dec-23,9.65,5662
428,MD,12,2023,6584,5945,577,25S,0.9,Dec-23,13.38333333,5038
429,ME,12,2023,1132,1029,67,16S,0.91,Dec-23,9.716666667,1551
430,MI,12,2023,7592,6781,687,17S,0.89,Dec-23,11.48333333,9398
431,MN,12,2023,4178,3681,354,19S,0.88,Dec-23,13.95,4520
432,MO,12,2023,5864,5481,352,17S,0.93,Dec-23,13.15,6047
433,MS,12,2023,1240,1217,21,1S,0.98,Dec-23,7.416666667,3254
434,MT,12,2023,824,798,26,6S,0.97,Dec-23,11.68333333,976
435,NC,12,2023,5762,4901,669,19S,0.85,Dec-23,12.66666667,10237
436,ND,12,2023,579,527,24,10S,0.91,Dec-23,10.11666667,616
437,NE,12,2023,1863,1643,120,20S,0.88,Dec-23,15.93333333,1653
438,NH,12,2023,1022,838,117,28S,0.82,Dec-23,13.1,1259
439,NJ,12,2023,6481,4811,805,28S,0.74,Dec-23,14.65,7091
440,NM,12,2023,2527,2153,234,18S,0.85,Dec-23,14.13333333,2037
441,NV,12,2023,3012,2200,385,21S,0.73,Dec-23,17.23333333,2588
442,NY,12,2023,29093,25811,2597,37S,0.89,Dec-23,16.05,15139
443,OH,12,2023,8091,7209,813,26S,0.89,Dec-23,14.13333333,11528
444,OK,12,2023,4849,4403,389,21S,0.91,Dec-23,11.55,4092
445,OR,12,2023,4776,3526,558,28S,0.74,Dec-23,16.41666667,3793
446,PA,12,2023,7624,6818,631,21S,0.89,Dec-23,12.36666667,12596
447,RI,12,2023,580,563,7,1S,0.97,Dec-23,14.71666667,973
448,SC,12,2023,3687,2655,471,30S,0.72,Dec-23,15.53333333,5473
449,SD,12,2023,786,672,58,12S,0.85,Dec-23,14.81666667,740
450,TN,12,2023,3754,3240,485,26S,0.86,Dec-23,12.78333333,7443
451,TX,12,2023,14961,12840,1734,29S,0.86,Dec-23,14.36666667,20653
452,UT,12,2023,2991,2752,148,13S,0.92,Dec-23,16.18333333,1972
453,VA,12,2023,7742,6841,759,33S,0.88,Dec-23,12.01666667,7329
454,VT,12,2023,966,834,63,15S,0.86,Dec-23,15.21666667,580
455,WA,12,2023,7423,6732,533,22S,0.91,Dec-23,12.43333333,5913
456,WI,12,2023,6876,5227,620,27S,0.76,Dec-23,16.3,5221
457,WV,12,2023,1519,1374,104,15S,0.9,Dec-23,19.05,2386
458,WY,12,2023,552,527,11,8S,0.95,Dec-23,15.95,494
